Time of Day,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,None
9:10,,,,26,,,,
9:15,,,,22,,,,
9:20,,,,32,,,,
9:25,,,,37,,,,
9:30,,,,35,,,,
9:35,,,,33,,,,
9:40,,,,34,,,,
9:45,,,,37,,,,
9:50,,,,36,,,,
9:55,,,,36,,,,
10:00,,,,38,,,,
10:05,,,,32,,,,
10:10,,,,32,,,,
10:15,,,,31,,,,
10:20,,,,34,,,,
10:25,,,,32,,,,
10:30,,,,40,,,,
10:35,,,,41,,,,
10:40,,,,50,,,,
10:45,,,,54,,,,
10:50,,,,59,,,,
10:55,,,,52,,,,
11:00,,,,58,,,,
11:05,,,,58,,,,
11:10,,,,58,,,,
11:15,,,,56,,,,
11:20,,,,60,,,,
11:25,,,,60,,,,
11:30,,,,61,,,,
11:35,,,,62,,,,
11:40,,,,64,,,,
11:45,,,,67,,,,
11:50,,,,68,,,,
11:55,,,,70,,,,
12:00,,,,75,,,,
12:05,,,,75,,,,
12:10,,,,72,,,,
12:15,,,,75,,,,
12:20,,,,70,,,,
12:25,,,,73,,,,
12:30,,,,74,,,,
12:35,,,,88,,,,
12:40,,,,85,,,,
12:45,,,,87,,,,
12:50,,,,84,,,,
12:55,,,,88,,,,
13:00,,,,80,,,,
13:05,,,,80,,,,
13:10,,,,86,,,,
13:15,,,,80,,,,
13:20,,,,90,,,,
13:25,,,,88,,,,
13:30,,,,98,,,,
13:35,,,,96,,,,
13:40,,,,99,,,,
13:45,,,,98,,,,
13:50,,,,100,,,,
13:55,,,,100,,,,
14:00,,,,109,,,,
14:05,,,,108,,,,
14:10,,,,109,,,,
14:15,,,,110,,,,
14:20,,,,121,,,,
14:25,,,,105,,,,
14:30,,,,108,,,,
14:35,,,,112,,,,
14:40,,,,123,,,,
14:45,,,,120,,,,
14:50,,,,116,,,,
14:55,,,,113,,,,
15:00,,,,110,,,,
15:05,,,,106,,,,
15:10,,,,102,,,,
15:15,,,,100,,,,
15:20,,,,97,,,,
15:25,,,,94,,,,
15:30,,,,94,,,,
15:35,,,,89,,,,
15:40,,,,82,,,,
15:45,,,,87,,,,
15:50,,,,85,,,,
15:55,,,,72,,,,
16:00,,,,77,,,,
