Time of Day,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,None
8:25,,,,15,,,,
8:30,,,,15,,,,
8:35,,,,16,,,,
8:40,,,,16,,,,
8:45,,,,17,,,,
8:50,,,,17,,,,
8:55,,,,18,,,,
9:00,,,,20,,,,
9:05,,,,22,,,,
9:10,,,,23,,,,
9:15,,,,22,,,,
9:20,,,,22,,,,
9:25,,,,26,,,,
9:30,,,,33,,,,
9:35,,,,35,,,,
9:40,,,,32,,,,
9:45,,,,34,,,,
9:50,,,,40,,,,
9:55,,,,44,,,,
10:00,,,,40,,,,
10:05,,,,44,,,,
10:10,,,,43,,,,
10:15,,,,49,,,,
10:20,,,,53,,,,
10:25,,,,59,,,,
10:30,,,,54,,,,
10:35,,,,61,,,,
10:40,,,,62,,,,
10:45,,,,61,,,,
10:50,,,,64,,,,
10:55,,,,70,,,,
11:00,,,,72,,,,
11:05,,,,76,,,,
11:10,,,,80,,,,
11:15,,,,80,,,,
11:20,,,,86,,,,
11:25,,,,89,,,,
11:30,,,,87,,,,
11:35,,,,87,,,,
11:40,,,,86,,,,
11:45,,,,87,,,,
11:50,,,,87,,,,
11:55,,,,89,,,,
12:00,,,,84,,,,
12:05,,,,88,,,,
12:10,,,,80,,,,
12:15,,,,89,,,,
12:20,,,,80,,,,
12:25,,,,80,,,,
12:30,,,,74,,,,
12:35,,,,76,,,,
12:40,,,,75,,,,
12:45,,,,76,,,,
12:50,,,,76,,,,
12:55,,,,72,,,,
13:00,,,,66,,,,
13:05,,,,57,,,,
13:10,,,,59,,,,
13:15,,,,50,,,,
13:20,,,,60,,,,
13:25,,,,66,,,,
13:30,,,,67,,,,
13:35,,,,69,,,,
13:40,,,,58,,,,
13:45,,,,56,,,,
13:50,,,,59,,,,
13:55,,,,58,,,,
14:00,,,,50,,,,
14:05,,,,57,,,,
14:10,,,,58,,,,
14:15,,,,50,,,,
14:20,,,,50,,,,
14:25,,,,56,,,,
14:30,,,,57,,,,
14:35,,,,50,,,,
14:40,,,,58,,,,
14:45,,,,56,,,,
14:50,,,,58,,,,
14:55,,,,57,,,,
15:00,,,,57,,,,
15:05,,,,55,,,,
15:10,,,,52,,,,
15:15,,,,52,,,,
15:20,,,,53,,,,
15:25,,,,57,,,,
15:30,,,,54,,,,
15:35,,,,52,,,,
15:40,,,,56,,,,
15:45,,,,54,,,,
